liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg,x/year,x/month,x/date,x/hours
0.0011514766155396332,0.0037298193908934046,0.08214926517241379,0.040041614619026264,2020,11,2,12
0.0173188524083616,0.00009114742930746,0.0010869704166666667,0.04002424284329909,2020,11,2,18
9.176976000000001e-10,0.00000673238695824,0.00014058,0.040003366193433185,2020,11,3,0
7.8390174e-10,0.0000057507014871,0.00014058,0.040003366184916574,2020,11,3,6
0.021295947158970416,0.00665860546737318,0.1600764788888889,0.043361388984240135,2020,11,3,12
0.11272528915126252,0.07459175430923322,0.8648694747222222,0.06749325768682951,2020,11,3,18
0.07542134880957355,0.2532757012374287,0.939603756111111,0.27726716033394855,2020,11,4,0
0.03351748515078396,0.04345041418669812,0.8113977809722221,0.06933658820077657,2020,11,4,6
0.09064071351820759,0.21000547915429835,0.9285647158333332,0.2283784288900947,2020,11,4,12
0.0472534858990731,0.07891934077487395,0.9013375218055556,0.10692461357499426,2020,11,4,18
0.04412403758888526,0.06346301687210737,0.86316451,0.07698151143256411,2020,11,5,0
0.038902442611012805,0.0528752447627037,0.8463573563888889,0.07550383495171252,2020,11,5,6
0.16374171668954982,0.3529778361284064,0.949081550138889,0.35021924505867463,2020,11,5,12
0.06642895902267618,0.1168868854541949,0.8695073063888888,0.11364945189965511,2020,11,5,18
0.06306803503645715,0.09332390123728314,0.9090848608333333,0.10362127702921736,2020,11,6,0
0.0618249740466693,0.1020918705945348,0.9094071041666667,0.11076062767185428,2020,11,6,6
0.10074400633563001,0.1906711622872873,0.9249881983333333,0.23935526681509994,2020,11,6,12
0.05688778633324446,0.08941585293425497,0.9027424226388889,0.11522229622927876,2020,11,6,18
0.06978216270695826,0.11528043362271408,0.8958900933333334,0.14370933330960872,2020,11,7,0
0.09956827424201767,0.18498306976407666,0.9218940979166665,0.19014130939078022,2020,11,7,6
0.04882662105475962,0.07762760228428842,0.58644809625,0.0906981583748317,2020,11,7,12
0.02427666201624906,0.02824300215667374,0.6453910012499999,0.05416884577475403,2020,11,7,18
0.050304484596803825,0.07406895957693048,0.8374164405555555,0.09843628390342948,2020,11,8,0
0.03438103871227332,0.043292418765697865,0.8605834745833333,0.07406776196839743,2020,11,8,6
0.15298875082196225,0.30571734167694964,0.9363433572222222,0.3110617695836416,2020,11,8,12
0.04602548773747584,0.0668250759409722,0.82944028,0.09884942208408606,2020,11,8,18
0.040639721939469485,0.0594289172832066,0.8992334795833332,0.09273373681386747,2020,11,9,0
0.1084593232880046,0.22190817476230104,0.9368260609722222,0.25569419399244286,2020,11,9,6
0.1043391121747263,0.20543115940561685,0.9286115633333333,0.23052906115477098,2020,11,9,12
0.09117698267554218,0.1688508066152537,0.8979060801388888,0.15747325721829922,2020,11,9,18
0.10645951377666708,0.2124142797756822,0.9231554223611111,0.2811675776891937,2020,11,10,0
0.07921962028106148,0.13703131045541544,0.894096085,0.1058851808740731,2020,11,10,6
0.057253884864473456,0.09217333327423662,0.8376035095833333,0.18060791870389437,2020,11,10,12
0.03574375488711318,0.04127821085425992,0.8926943320833334,0.06647748961416257,2020,11,10,18
0.04274823712642776,0.05258433304378662,0.8496184079166667,0.07226954550287927,2020,11,11,0
0.03579670050256722,0.038690337486943865,0.8115242580555555,0.058004836126230766,2020,11,11,6
0.03198387413841876,0.03459963596609178,0.807079007638889,0.05791855262468272,2020,11,11,12
0.02635263282729954,0.028294611726567238,0.82693983625,0.058370941985318926,2020,11,11,18
0.03843228445738614,0.040338531975401465,0.8632147686111111,0.05916572321287753,2020,11,12,0
0.03198793784985876,0.033365093396103065,0.8734736877777778,0.05943840575388239,2020,11,12,6
0.01988967701418804,0.020808639616779298,0.8446916397222223,0.05868582101930031,2020,11,12,12
0.043406669946327546,0.05138899837821966,0.8792973325,0.07667385564450666,2020,11,12,18
0.05976334382944722,0.0853545747641766,0.8437400584722222,0.09088135518834156,2020,11,13,0
0.05151206829726858,0.0737311110833892,0.9093600965277777,0.11591867526189187,2020,11,13,6
0.043417764831602944,0.05796440607170575,0.8826718855555555,0.085610983571762,2020,11,13,12
0.05108006863209462,0.0681564137607633,0.900734892638889,0.08987800111137859,2020,11,13,18
0.0494026894520991,0.06292320942920147,0.8925838230555555,0.08437975247482427,2020,11,14,0
0.05226630535857324,0.07232927687624383,0.8865323263888888,0.09609745371808362,2020,11,14,6
0.0770733728611842,0.11490154888528428,0.9049214034722222,0.12639931182648587,2020,11,14,12
0.04121666353690272,0.04911362788185576,0.8981858152777777,0.07534223923530091,2020,11,14,18
0.10960183953307225,0.1831186555822307,0.9300070834722223,0.21983903758024945,2020,11,15,0
0.11756237942822928,0.19897422545559643,0.9265965251388888,0.22527256904038126,2020,11,15,6
0.10231241097018762,0.16879960491192814,0.9189130730555556,0.1849760160696225,2020,11,15,12
0.02860829856230112,0.03016207479765414,0.8362387966666667,0.05856985463778232,2020,11,15,18
0.03395390683685448,0.03674899342032096,0.7898198158333334,0.05753626720302331,2020,11,16,0
0.02874837374588748,0.03148707931294308,0.7622175602777778,0.05693788080330347,2020,11,16,6
0.03931919894835384,0.0409915915481412,0.7521099429166667,0.05672176464400072,2020,11,16,12
0.09478418911299193,0.15094699777454454,0.9151456005555555,0.18981289257570075,2020,11,16,18
0.22600493894529158,0.3737264640156551,0.9533747844444443,0.37390173673717064,2020,11,17,0
0.08695519680737923,0.13024745978664745,0.9051132755555555,0.15279973864152907,2020,11,17,6
0.07102108469776207,0.10672067327120521,0.9081667758333334,0.12477443683972818,2020,11,17,12
