liquidityRate_avg,variableBorrowRate_avg,utilizationRate_avg,stableBorrowRate_avg,x/year,x/month,x/date,x/hours
0.00017983271376403198,0.0007992565462736639,0.21666666666666667,0.04541666730969835,2020,11,1,12
0,0,0.25,0.04625000074195963,2020,11,1,18
0,0,0.25,0.04625000074195963,2020,11,2,0
0.00903845549366436,0.03801197033715786,0.20379273222222222,0.04448718196558025,2020,11,2,6
0.0103375406237922,0.01119701979371088,0.22616578986111113,0.04454625983100842,2020,11,2,12
0.014382039636745982,0.01463307830918922,0.3739596388888889,0.04934908597154106,2020,11,2,18
0.0040053952947204,0.0043041942748935,0.15265258041666666,0.04378215169393502,2020,11,3,0
0.012922351449657,0.0139469632267356,0.14398928569444444,0.043550377300432985,2020,11,3,6
0.060192663415111564,0.01856583278119602,0.3594783425,0.0480344618014769,2020,11,3,12
0.02015613301171182,0.03185191170236472,0.5737161518055555,0.05554047302433793,2020,11,3,18
0.09172925036245153,0.17827900158173327,0.8393626427777777,0.19969779057408926,2020,11,4,0
0.0426775625761962,0.06817733542070112,0.7217825023611111,0.09765467120214462,2020,11,4,6
0.0864846088562793,0.13936558409905694,0.7267833784722222,0.15601675902190726,2020,11,4,12
0.00845934484635366,0.01560898430980638,0.4823971952777778,0.052045682589332745,2020,11,4,18
0.0191025074868303,0.03280330989233346,0.5980451097222222,0.054622961868968416,2020,11,5,0
0.06421336689493098,0.09170823932815818,0.7775871243055555,0.08665074168844673,2020,11,5,6
0.1497716412035347,0.20243600621425356,0.8477086108333334,0.22309582435982606,2020,11,5,12
0.055520984477905135,0.07974646423717459,0.6967647725,0.11848782486297843,2020,11,5,18
0.02683709918686212,0.03974947201661238,0.6806356854166666,0.06125167531491006,2020,11,6,0
0.06505623684578142,0.10633310020650108,0.8165219179166666,0.129321951624164,2020,11,6,6
0.14251648814551188,0.23346009319938454,0.8634402822222222,0.29678123564687614,2020,11,6,12
0.07368901088855856,0.11976826679786286,0.8066637243055556,0.14625977548495372,2020,11,6,18
0.0678832920531483,0.10663680680619582,0.8131218738888889,0.13252259090760696,2020,11,7,0
